iteration,Acidification,Climate change,Climate change (biogenic),Climate change (fossil),Climate change (land use),Ecotoxicity freshwater,Ecotoxicity freshwater (inorganics),Ecotoxicity freshwater (organics),Eutrophication freshwater,Eutrophication marine,Eutrophication terrestrial,Human toxicity cancer,Human toxicity cancer (inorganics),Human toxicity cancer (organics),Human toxicity non-cancer,Human toxicity non-cancer (inorganics),Human toxicity non-cancer (organics),Ionising radiation (human health),Land use,Ozone depletion,Particulate matter,Photochemical ozone formation (human health),Resource use fossils,Resource use minerals and metals,Water use
1,0.7089872373192899,96.5112420187733,0.28076247871372784,95.96107756350693,0.2694019765526437,1438.4577089524496,1422.2824132688079,16.17529568364116,0.09285592489725451,0.11807102794465045,1.1606544719781329,-7.835266045545709e-07,-7.990376326540815e-07,1.5511028099510524e-08,-9.667856264802521e-05,-9.673977231369147e-05,6.120966418992284e-08,15.526721333466025,648.9420866535728,7.825971578523047e-06,3.879006838406362e-06,0.3018826564620644,1298.6732969799195,0.01893754594298953,-701.3054510653346
2,0.7125029097915386,79.23937191035488,0.22345562847334596,78.82318327825907,0.19273300362246584,1400.5783329591945,1382.1654289103433,18.412904048850752,0.0888120196132733,0.13331802534240517,1.3742542293363649,1.072229275483835e-06,1.056262924641303e-06,1.5966350842532193e-08,0.00012149741580124515,0.00012143734721686417,6.006858251427084e-08,8.753108747623653,335.8359120377256,5.905812781888474e-06,2.75431544101215e-06,0.36709394620758795,1126.8026464016411,0.02087672943347042,2214.0255090982973
3,0.7174020377753878,111.47785990715357,0.33618307143668624,110.83369060562222,0.3079862300946819,1486.981378286762,1467.3651623576154,19.616215929146172,0.10630864325131785,0.1369621959576961,1.3084440385750424,1.5065889557281103e-06,1.4870611784235609e-06,1.952777730454971e-08,0.00016953108960866115,0.00016946952053329545,6.156907334249045e-08,10.273551338179615,381.84884347095203,7.60096450378776e-06,3.055913234726388e-06,0.34501098804951524,1574.1646291596294,0.019912063393237422,1370.128921392854
4,0.5834650250769458,86.58098984572742,0.32752249148965795,86.09053445406626,0.16293290017150416,1636.1183912173858,1615.5585176362986,20.559873581086865,0.07028438781291929,0.09785112313243521,0.943147241964076,-1.7838271362359573e-06,-1.7951312496406175e-06,1.1304113404660257e-08,-0.00021198558014603425,-0.00021203880790861683,5.3227760959022464e-08,14.081066741253903,277.45471626950336,5.979892275819834e-06,3.2602724281211845e-06,0.2611303396760356,1231.5163797423982,0.01983469379453099,1611.0481201961775
5,0.6342821802996027,91.19793465223607,0.2777440977666068,90.68148762939832,0.23870292507116844,1660.3256385819975,1638.2382205383756,22.087418043621884,0.0968738032209255,0.11384791386142214,1.0900514751773431,1.7933893668913665e-06,1.7753476097548e-06,1.8041757136566803e-08,0.00020827275776493634,0.00020821818953515808,5.456822841467412e-08,10.062742704324789,695.0237566004892,8.810521218516332e-06,2.908162062829613e-06,0.3059157338129958,1265.007062509975,0.01989611028260911,-2374.2988970964507
6,0.7186651831109179,129.90438235986161,0.48215401845088646,129.05405890741184,0.36816943399887836,1705.414881561293,1683.23910669617,22.17577486512401,0.22865542714043352,0.13548355589691166,1.2262747199568862,1.040531146784655e-06,1.0229131254663984e-06,1.7618021318256522e-08,0.00011695840459025194,0.00011688989666409498,6.850792410169848e-08,10.248776252102637,259.8336409776807,9.588570635022653e-06,3.830115228711517e-06,0.3285266299492702,1784.1017232990846,0.01991171884920673,1937.2592807495275
7,0.6911097759185172,99.85285542490098,0.29484573976284045,99.29186380838031,0.2661458767578162,1844.1218527721107,1819.417516809495,24.704335962617105,0.1520801163995844,0.11085825789054612,1.0288311600062656,-1.2572904862277911e-06,-1.2743751201910178e-06,1.7084633963227216e-08,-0.0001577601562800315,-0.00015781966973127913,5.951345010350982e-08,15.751885754450974,415.29028771789973,8.63346588192599e-06,3.479721635711816e-06,0.2899670094890443,1320.9996554702618,0.01761510654076582,458.3482145419075
8,0.5924831506294924,75.25162676461245,0.1867234207327563,74.8125715406372,0.25233180324250953,1295.956595152281,1278.1202848041924,17.836310348088755,0.16613569161119723,0.10412405640584725,1.0231010226335786,-1.4793553233528746e-07,-1.628409607038635e-07,1.490542836857608e-08,-2.5581804920397843e-05,-2.5636228338102966e-05,5.442341615571529e-08,7.112598739294273,180.60997067339682,5.203251769338748e-06,2.289764950310187e-06,0.2899448377214223,1038.6749149492775,0.018906261722344005,682.2717328781328
9,0.6040599735430053,83.780205664073,0.23614000184052714,83.35613706233487,0.18792859989761818,1306.9550851703605,1291.270928726566,15.684156443794908,0.15523150952024567,0.10542207388057595,0.99679887353932,1.7645018848587206e-06,1.7483270501216364e-06,1.617483473708416e-08,0.00020039738048211784,0.00020034330288060213,5.407760044772036e-08,9.066714923172063,358.72841098894804,6.633774346170054e-06,3.1411795385188845e-06,0.28319645318944325,1167.6554505691292,0.017647147259785726,2602.799754887641
10,0.6650904004241174,83.48339012939434,0.27657842235334923,82.8268400547839,0.3799716522571026,1612.8708637921864,1591.320263311756,21.550600480429363,0.20596885745872776,0.113002411094936,1.1320588665796212,-7.898906330873377e-07,-8.046486990174107e-07,1.4758065930072643e-08,-9.753861480424011e-05,-9.759199378073763e-05,5.337897547349673e-08,28.802812453595607,492.0059791668277,6.689762955536236e-06,4.05835532090578e-06,0.2983289838570583,1140.6132849049648,0.018398799965681088,-1636.9294077381564
11,0.6529657711321954,82.55551430645893,0.22512246736706282,82.00707046100642,0.32332137808545064,1338.597955822363,1312.983855004366,25.614100817999066,0.14695535582226002,0.11094612537860514,1.1020374001218147,-1.7528923406245092e-07,-1.885573829580981e-07,1.326814889564722e-08,-2.822083906925479e-05,-2.8273496268316292e-05,5.265719783235338e-08,17.53161241982926,438.4269912098147,6.083118963411397e-06,3.14459537238967e-06,0.30353529371304583,1173.4386848952313,0.019952672606634435,839.8995901868584
12,0.702399916236675,120.85430005052753,0.39243145301296567,120.10459365769402,0.3572749398205468,2279.0690138704745,2256.6009470600106,22.4680668104653,0.2299135249984176,0.13584045996530392,1.2371699579578512,2.0121752573712915e-08,-1.253422365929953e-09,2.1375174939642947e-08,-4.5492942043898464e-06,-4.614635177343345e-06,6.534097124861443e-08,8.683747230492497,508.18629017313265,7.507313347972369e-06,2.9227676995255975e-06,0.3423863802432142,1657.345491612106,0.019801095074654402,-76.03357962486189
13,0.6213490501316465,88.64397202549313,0.3027485879812038,88.06790225628285,0.2733211812290885,1292.052070530787,1273.9645306011519,18.087539929638133,0.1070035982707183,0.10959552610405403,1.1020905990916796,1.2816982677651362e-06,1.2650291944411138e-06,1.6669073324022007e-08,0.00014279085458909397,0.00014273594038391067,5.4914203860492076e-08,20.352372747840697,174.40013934544382,6.7212943288056225e-06,3.7564608739150457e-06,0.28679043066518833,1201.0666109525284,0.018733539173058426,-173.4000468866725
