iteration,Acidification,Climate change,Climate change (biogenic),Climate change (fossil),Climate change (land use),Ecotoxicity freshwater,Ecotoxicity freshwater (inorganics),Ecotoxicity freshwater (organics),Eutrophication freshwater,Eutrophication marine,Eutrophication terrestrial,Human toxicity cancer,Human toxicity cancer (inorganics),Human toxicity cancer (organics),Human toxicity non-cancer,Human toxicity non-cancer (inorganics),Human toxicity non-cancer (organics),Ionising radiation (human health),Land use,Ozone depletion,Particulate matter,Photochemical ozone formation (human health),Resource use fossils,Resource use minerals and metals,Water use
43,0.7110071092796302,112.35281445333284,0.3815511354280573,111.69329317104884,0.2779701468559549,1668.2410387604752,1648.0001441598442,20.24089460062923,0.1874405336293952,0.12113667577776308,1.176826329322676,8.744336302448583e-08,7.055668330450375e-08,1.6886679719982112e-08,2.8498593434422164e-06,2.788002230539536e-06,6.185711150054097e-08,9.434966506466388,1325.3526434777161,7.696323559132494e-06,3.6020900931537227e-06,0.3093139463442997,1615.4351075824766,0.01991460442352861,-3547.321752861466
44,0.6332175315245873,80.08740921120206,0.24039132112835923,79.54945886715134,0.29755902292235936,1500.3669189489556,1481.3378836133572,19.029035335597264,0.11518538047111043,0.11321293143597899,1.1374723194038487,5.368777649285409e-07,5.218808048761011e-07,1.499696005244001e-08,6.226337805184522e-05,6.220900316999077e-05,5.437488053430501e-08,17.295200046754164,549.4301142055956,8.245161311723607e-06,3.363694171266798e-06,0.3036912022701459,1103.1748851536267,0.021072496494540252,2239.6609761043146
45,0.6471697036613355,89.30862244099677,0.30991632107003914,88.73155699680622,0.2671491231205127,1406.7739616200242,1387.034267987107,19.739693632920268,0.11904279091524265,0.10670143554741689,1.0158112080945456,-1.4511886176277656e-06,-1.4659059580216574e-06,1.4717340393891684e-08,-0.0001749920214855974,-0.00017505115746896068,5.913598250526954e-08,4.144970617983139,610.8936161723508,7.742012524295093e-06,3.3950046706222654e-06,0.2721587688586566,1273.730063863142,0.018353394938300707,-204.25652158786033
46,0.7027030346143848,100.3200871049002,0.3677035183114329,99.70609408246109,0.24628950412768963,1787.5003515460605,1769.581391728041,17.918959818017722,0.18769858396353342,0.1385527770037271,1.350206665108637,1.051947105009585e-06,1.0317894570843516e-06,2.0157647925233528e-08,0.00011990271770807696,0.00011984261365646413,6.010405016560367e-08,54.5193886587869,379.2188068220348,8.19445001268593e-06,2.8078564695626774e-06,0.35593256651841293,1386.7645129771763,0.019162685912080316,-817.034765083019
47,0.5801251419426012,64.99314144875858,0.2063100718157649,64.61231723955851,0.17451413738430469,1546.0987315707496,1527.5036344849061,18.595097085842628,0.11341018407421523,0.08353200432261673,0.8627367146106113,6.522784967183944e-07,6.382302165820657e-07,1.4048280136328865e-08,7.263641171657525e-05,7.258419410053155e-05,5.221761487257336e-08,6.349575775550308,615.9484611767675,5.290747348188608e-06,3.2732240344891276e-06,0.2359685143646122,903.9231161450349,0.017455074823444067,-96.57525246970181
48,0.634784485769451,99.88617668870779,0.28773624849528273,99.29012061055039,0.3083198296621029,1211.3861557556368,1192.3336576153063,19.052498140330403,0.08511894765935409,0.10923581498845794,0.9883603815289398,-5.97683832717491e-07,-6.115489504352832e-07,1.386511771779207e-08,-8.29404862632355e-05,-8.299845378266858e-05,5.7967517713984296e-08,71.49304234140754,648.3930557273314,6.408107883889763e-06,2.780124310265216e-06,0.27614567167306786,1370.9098054871613,0.01752818726791658,1116.0512599039903
49,0.6573022358952901,104.42347238637666,0.34561594619975644,103.66615325745995,0.4117031827169562,1471.6129601327848,1453.2289141993192,18.38404593346739,0.16195683671233094,0.12153805540286892,1.1449503312492022,2.9236661882281223e-07,2.7246543603736635e-07,1.9901182785445955e-08,3.2525304944903826e-05,3.246286278507848e-05,6.2442158587857e-08,4.858885739032706,898.0679588549232,7.896012737161593e-06,2.641388780109032e-06,0.304612724413724,1498.6699903932192,0.017986150964551414,860.8360655761353
50,0.7182899243152718,120.86745843541719,0.3906856487095561,120.16964402324867,0.307128763458961,2089.687990898597,2065.2526698752704,24.435321023329415,0.4035257966814744,0.13364146225663207,1.199864645911985,-1.1245008628412009e-06,-1.1410603357973373e-06,1.65594729561358e-08,-0.00013973922821868768,-0.00013981250690916377,7.327868926202414e-08,34.227798480039276,517.6151440934998,9.022708726397276e-06,3.1443459393117556e-06,0.3335717085146892,1653.4588382675465,0.019899729384228015,362.09741587382814
51,0.6931779272662534,97.87546815461992,0.24223358029853378,97.45281899733921,0.18041557698218758,1628.7672296128185,1609.9758698724065,18.79135974041238,0.11391534145504723,0.11538497467934213,1.0892262620913817,-1.6740029074697872e-06,-1.6897439977492654e-06,1.574109027947853e-08,-0.0002047583385391565,-0.00020481584385388177,5.750531312125952e-08,11.049184284396963,630.3068663352808,7.26652912088914e-06,3.2228677226321594e-06,0.30497728024396653,1353.4132417953876,0.019261509105054305,1163.4261088776584
52,0.627648981518113,86.70032367148488,0.2603103953662531,86.36965925320696,0.07035402291168635,1537.8751632360104,1520.0169582298581,17.858205006156506,0.12547375707051528,0.10983882097776253,1.1179697663488533,-8.315954733184701e-07,-8.500917052142618e-07,1.8496231895791658e-08,-0.00010494525446200121,-0.00010500440372733365,5.914926349272733e-08,41.5479132159149,1414.4083988432121,7.027465456650863e-06,3.4068250954613143e-06,0.30110551433077554,1200.2089861456259,0.02038353807762084,2884.432603549405
53,0.5328727552494456,71.9249509904101,0.20498554348477302,71.50773060909319,0.21223483783214397,1688.3470496043929,1671.3554799304022,16.991569673990238,0.11144824792928876,0.08277998953334587,0.865798921520683,1.2342509024357952e-06,1.2170647398559296e-06,1.718616257986592e-08,0.00013717931868884948,0.00013712479564263858,5.452304506912595e-08,6.214143306364942,15.53640400353785,7.504471638989961e-06,3.8037420798833825e-06,0.24187525797114967,1002.2055553923083,0.018915602953595026,-880.6710598498175
54,0.641168788900418,97.4753829228427,0.28764713091761507,96.808685928065,0.37904986386009815,1696.8687456300422,1678.8414325961226,18.027313033920674,0.12632268853546158,0.119560370069028,1.1445693616284938,1.3269685317559005e-07,1.1940402532651364e-07,1.3292827849076406e-08,7.940020295814019e-06,7.888354410410031e-06,5.166588417755688e-08,9.667219506704697,-341.37574032604147,6.980360732689247e-06,3.7900297914343707e-06,0.31363146098901773,1325.7690007021492,0.019042087836874697,-1820.192605235272
55,0.6861340579190713,127.14726988593763,0.40627879538626543,126.31578745963391,0.42520363091746155,1522.434512044285,1497.2723577580211,25.16215428626321,0.35684244513206337,0.12638545293511172,1.1745837000848445,-8.631172919972405e-07,-8.825027672020003e-07,1.938547520475975e-08,-0.0001084351655465308,-0.00010850047870565993,6.531315757874374e-08,26.406570288762108,706.4430566882207,8.918265918822323e-06,3.7284886738802687e-06,0.3197107356618158,1795.172626512084,0.019201013627592477,1189.8592491140917
56,0.6517893184392404,103.89024195634269,0.29819327019146047,103.20496418685605,0.3870844992951718,1745.3317366919778,1722.980908438684,22.350828253293827,0.09394417289971987,0.11581241644196998,1.0784703253457255,1.3753684683791353e-06,1.3626133043208689e-06,1.2755164058265795e-08,0.00015481452167282345,0.00015475704190728355,5.7479764283909086e-08,6.661395384574248,412.7332516990468,7.91620319953299e-06,3.945194721832939e-06,0.29107464372482794,1456.2500280690504,0.018781471136359182,-767.1392548396543
